State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Perot_Votes,Perot_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Andre Marrou Libertarian_Votes,Andre Marrou Libertarian_Pct,Perot [ 4 ] Independent_Votes,Perot [ 4 ] Independent_Pct,Andre Marrou [ 4 ] Libertarian_Votes,Andre Marrou [ 4 ] Libertarian_Pct,Various candidates [ 4 ] Other parties_Votes,Various candidates [ 4 ] Other parties_Pct,All Others Various_Votes,All Others Various_Pct,Bo Gritz [ 5 ] Independent_Votes,Bo Gritz [ 5 ] Independent_Pct,Various candidates [ 5 ] Other parties_Votes,Various candidates [ 5 ] Other parties_Pct,Others_Votes,Others_Pct,Perot [ 7 ] Independent_Votes,Perot [ 7 ] Independent_Pct,John Hagelin [ 7 ] Natural Law_Votes,John Hagelin [ 7 ] Natural Law_Pct,Various candidates [ 7 ] Other parties_Votes,Various candidates [ 7 ] Other parties_Pct,Perot [ 6 ] Independent_Votes,Perot [ 6 ] Independent_Pct,Andre Marrou [ 6 ] Libertarian_Votes,Andre Marrou [ 6 ] Libertarian_Pct,Various candidates [ 6 ] Other parties_Votes,Various candidates [ 6 ] Other parties_Pct,Bo Gritz America First_Votes,Bo Gritz America First_Pct,Lenora Fulani Independent_Votes,Lenora Fulani Independent_Pct,John Hagelin Independent_Votes,John Hagelin Independent_Pct,Perot [ 3 ] Independent_Votes,Perot [ 3 ] Independent_Pct,Andre Marrou [ 3 ] Libertarian_Votes,Andre Marrou [ 3 ] Libertarian_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,Lyndon LaRouche Independent_Votes,Lyndon LaRouche Independent_Pct,Various candidates Independent_Votes,Various candidates Independent_Pct,Bo Gritz Populist_Votes,Bo Gritz Populist_Pct,Total_Votes,Winner,Winner_Pct
Tennessee,Franklin__TN,7773,54.83,4507,31.79,1837,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0.42,,,14176,Democrat,54.83
Tennessee,Gibson__TN,9555,52.12,7161,39.06,1536,8.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0.44,,,18332,Democrat,52.12
Tennessee,Giles__TN,5601,57.26,2827,28.9,1309,13.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.45,,,9781,Democrat,57.26
Tennessee,Grainger__TN,2242,40.37,2772,49.92,513,9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.47,,,5553,Republican,49.92
Tennessee,Greene__TN,7857,37.64,9912,47.48,2930,14.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0.84,,,20875,Republican,47.48
Tennessee,Grundy__TN,2997,68.33,1004,22.89,366,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.43,,,4386,Democrat,68.33
Tennessee,Hamblen__TN,7114,39.85,8898,49.84,1760,9.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.46,,,17854,Republican,49.84
Tennessee,Hamilton__TN,46770,40.64,53476,46.47,14400,12.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0.38,,,115085,Republican,46.47
Tennessee,Hancock__TN,1000,40.83,1274,52.02,151,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.98,,,2449,Republican,52.02
Tennessee,Hardeman__TN,4832,56.01,3122,36.19,594,6.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0.92,,,8627,Democrat,56.01
Tennessee,Hardin__TN,3922,45.65,3875,45.1,734,8.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0.71,,,8592,Democrat,45.65
Tennessee,Hawkins__TN,6623,40.67,7758,47.64,1847,11.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0.35,,,16285,Republican,47.64
Tennessee,Haywood__TN,3511,55.07,2518,39.49,331,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.25,,,6376,Democrat,55.07
Tennessee,Henderson__TN,3502,38.81,4719,52.29,785,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.2,,,9024,Republican,52.29
Tennessee,Henry__TN,6797,56.2,3661,30.27,1588,13.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.41,,,12095,Democrat,56.2
Tennessee,Hickman__TN,4093,60.84,1820,27.06,795,11.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.28,,,6727,Democrat,60.84
Tennessee,Houston__TN,2012,68.18,648,21.96,280,9.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.37,,,2951,Democrat,68.18
Tennessee,Humphreys__TN,3875,63.16,1641,26.75,609,9.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.16,,,6135,Democrat,63.16
Tennessee,Jackson__TN,3208,75.34,708,16.63,332,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.23,,,4258,Democrat,75.34
Tennessee,Jefferson__TN,4740,38.34,6184,50.02,1385,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0.43,,,12362,Republican,50.02
Tennessee,Johnson__TN,1781,32.02,3170,56.98,574,10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.68,,,5563,Republican,56.98
Tennessee,Knox__TN,59702,41.9,66607,46.75,15669,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0.35,,,142476,Republican,46.75
Tennessee,Lake__TN,1449,62.84,680,29.49,151,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1.13,,,2306,Democrat,62.84
Tennessee,Lauderdale__TN,4452,55.94,2928,36.79,561,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.21,,,7958,Democrat,55.94
Tennessee,Lawrence__TN,6816,49.16,5608,40.45,1403,10.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.27,,,13864,Democrat,49.16
Tennessee,Lewis__TN,2491,60,1218,29.34,434,10.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.22,,,4152,Democrat,60
Tennessee,Lincoln__TN,5063,49.15,3814,37.02,1371,13.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.52,,,10302,Democrat,49.15
Tennessee,Loudon__TN,5414,40.07,6444,47.7,1602,11.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.37,,,13510,Republican,47.7
Tennessee,Macon__TN,2961,51.71,2299,40.15,443,7.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.4,,,5726,Democrat,51.71
Tennessee,Madison__TN,13629,43.69,14869,47.66,2634,8.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.21,,,31196,Republican,47.66
Tennessee,Marion__TN,5589,55.51,3262,32.4,1186,11.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.31,,,10068,Democrat,55.51
Tennessee,Marshall__TN,4491,55.46,2516,31.07,1050,12.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.51,,,8098,Democrat,55.46
Tennessee,Maury__TN,9997,48.86,7440,36.37,2821,13.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0.98,,,20459,Democrat,48.86
Tennessee,McMinn__TN,6682,41.79,7453,46.61,1812,11.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.27,,,15990,Republican,46.61
Tennessee,McNairy__TN,4691,48.89,4093,42.66,774,8.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.39,,,9595,Democrat,48.89
Tennessee,Meigs__TN,1673,48.02,1355,38.89,453,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.09,,,3484,Democrat,48.02
Tennessee,Monroe__TN,5384,43.38,6025,48.55,936,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.53,,,12411,Republican,48.55
Tennessee,Montgomery__TN,14507,46.29,13011,41.51,3753,11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0.22,,,31341,Democrat,46.29
Tennessee,Moore__TN,1151,53.66,661,30.82,327,15.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.28,,,2145,Democrat,53.66
Tennessee,Morgan__TN,3190,51.58,2306,37.29,658,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.49,,,6184,Democrat,51.58
Tennessee,Obion__TN,6497,50.51,4812,37.41,1494,11.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0.47,,,12864,Democrat,50.51
Tennessee,Overton__TN,4489,67.49,1657,24.91,468,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.56,,,6651,Democrat,67.49
Tennessee,Perry__TN,1889,64.71,708,24.25,317,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.17,,,2919,Democrat,64.71
Tennessee,Pickett__TN,1144,48.31,1094,46.2,121,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.38,,,2368,Democrat,48.31
Tennessee,Polk__TN,2583,56.03,1584,34.36,419,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.52,,,4610,Democrat,56.03
Tennessee,Putnam__TN,10858,50.54,7998,37.23,2473,11.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0.71,,,21482,Democrat,50.54
Tennessee,Rhea__TN,4289,41.45,4860,46.97,1163,11.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.35,,,10348,Republican,46.97
Tennessee,Roane__TN,9812,46.73,8719,41.52,2396,11.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.34,,,20999,Democrat,46.73
Tennessee,Robertson__TN,8498,53.86,5271,33.41,1978,12.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.2,,,15779,Democrat,53.86
Tennessee,Rutherford__TN,21084,44.73,18877,40.04,7005,14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0.37,,,47140,Democrat,44.73
Tennessee,Scott__TN,2730,42.54,3011,46.91,643,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.53,,,6418,Republican,46.91
Tennessee,Sequatchie__TN,1754,49.28,1381,38.8,405,11.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.53,,,3559,Democrat,49.28
Tennessee,Sevier__TN,6719,31.6,11714,55.08,2760,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0.34,,,21266,Republican,55.08
Tennessee,Shelby__TN,191322,52.26,153310,41.88,20223,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,0.34,,,366110,Democrat,52.26
Tennessee,Smith__TN,5061,71.85,1482,21.04,486,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.21,,,7044,Democrat,71.85
Tennessee,Stewart__TN,2779,64.28,1046,24.2,487,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.25,,,4323,Democrat,64.28
Tennessee,Sullivan__TN,20935,36.74,28801,50.55,6730,11.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0.9,,,56980,Republican,50.55
Tennessee,Sumner__TN,19387,46.01,17401,41.3,5177,12.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0.4,,,42132,Democrat,46.01
Tennessee,Tipton__TN,5652,41.2,6757,49.26,1279,9.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.21,,,13717,Republican,49.26
Tennessee,Trousdale__TN,1846,69.29,565,21.21,243,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.38,,,2664,Democrat,69.29
Tennessee,Unicoi__TN,2375,36.84,3344,51.87,709,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.29,,,6447,Republican,51.87
Tennessee,Union__TN,2478,46.28,2274,42.47,580,10.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.41,,,5354,Democrat,46.28
Tennessee,Van_Buren__TN,1329,63.89,555,26.68,191,9.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.24,,,2080,Democrat,63.89
Tennessee,Warren__TN,7189,58.19,3704,29.98,1415,11.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0.38,,,12355,Democrat,58.19
Tennessee,Washington__TN,13071,36.84,18206,51.31,4002,11.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0.57,,,35483,Republican,51.31
Tennessee,Wayne__TN,1868,35.47,2955,56.11,424,8.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.36,,,5266,Republican,56.11
Tennessee,Weakley__TN,5691,47.95,4800,40.44,1355,11.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.19,,,11869,Democrat,47.95
Tennessee,White__TN,4102,57.99,2118,29.94,821,11.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.47,,,7074,Democrat,57.99
Tennessee,Williamson__TN,13053,32.47,22015,54.77,5026,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0.25,,,40195,Republican,54.77
Tennessee,Wilson__TN,13861,46.35,12061,40.33,3848,12.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0.44,,,29903,Democrat,46.35
Texas,Anderson__TX,5322,36.79,5598,38.7,3519,24.33,27,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14466,Republican,38.7
Texas,Andrews__TX,1081,25.57,2266,53.6,875,20.7,6,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4228,Republican,53.6
Texas,Angelina__TX,10318,39.26,9722,36.99,6204,23.61,37,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26281,Democrat,39.26
Texas,Aransas__TX,2246,33.18,2826,41.74,1676,24.76,22,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6770,Republican,41.74
Texas,Archer__TX,1284,32.37,1560,39.32,1106,27.88,17,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3967,Republican,39.32
Texas,Armstrong__TX,278,27.04,561,54.57,187,18.19,2,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1028,Republican,54.57
Texas,Atascosa__TX,3766,38.99,3806,39.41,2035,21.07,51,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9658,Republican,39.41
Texas,Austin__TX,2278,28.87,4015,50.89,1585,20.09,12,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7890,Republican,50.89
Texas,Bailey__TX,677,28.63,1308,55.31,376,15.9,4,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2365,Republican,55.31
Texas,Bandera__TX,1059,19.9,2674,50.24,1537,28.88,52,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5322,Republican,50.24
Texas,Bastrop__TX,6252,43.19,4980,34.41,3240,22.38,2,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14474,Democrat,43.19
Texas,Baylor__TX,990,46.44,611,28.66,529,24.81,2,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2132,Democrat,46.44
Texas,Bee__TX,4083,44.83,3633,39.89,1367,15.01,25,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9108,Democrat,44.83
Texas,Bell__TX,18684,33.92,24936,45.27,11026,20.02,431,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,55077,Republican,45.27
Texas,Bexar__TX,172513,41.54,168816,40.65,72110,17.36,1837,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,415276,Democrat,41.54
Texas,Blanco__TX,891,28.66,1370,44.07,830,26.7,18,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3109,Republican,44.07
Texas,Borden__TX,106,28.04,184,48.68,87,23.02,1,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,378,Republican,48.68
Texas,Bosque__TX,2173,33.49,2300,35.44,1999,30.81,17,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6489,Republican,35.44
Texas,Bowie__TX,11825,38.94,11776,38.78,6659,21.93,105,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30365,Democrat,38.94
Texas,Brazoria__TX,21861,30.59,30384,42.51,18954,26.52,268,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,71467,Republican,42.51
Texas,Brazos__TX,14819,30.03,23943,48.53,10372,21.02,206,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,49340,Republican,48.53
Texas,Brewster__TX,1383,42.59,1127,34.71,712,21.93,25,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3247,Democrat,42.59
