State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Eric Hass Socialist Labor_Votes,Eric Hass Socialist Labor_Pct,Orval Faubus National States' Rights_Votes,Orval Faubus National States' Rights_Pct,Farrell Dobbs Socialist Workers_Votes,Farrell Dobbs Socialist Workers_Pct,All Others Various_Votes,All Others Various_Pct,Others_Votes,Others_Pct,Farrell Dobbs No Party Listed_Votes,Farrell Dobbs No Party Listed_Pct,Rutherford Decker Prohibition_Votes,Rutherford Decker Prohibition_Pct,Unpledged electors States’ Rights_Votes,Unpledged electors States’ Rights_Pct,Various Candidates Write-ins_Votes,Various Candidates Write-ins_Pct,Lars Daly Independent_Votes,Lars Daly Independent_Pct,Eric Hass Industrial Government_Votes,Eric Hass Industrial Government_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Orval Faubus National States’ Rights_Votes,Orval Faubus National States’ Rights_Pct,C. Benton Coiner Virginia Conservative_Votes,C. Benton Coiner Virginia Conservative_Pct,Total_Votes,Winner,Winner_Pct
South Carolina,Georgetown__SC,2811,51.88,2607,48.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,5418,Democrat,51.88
South Carolina,Greenville__SC,13976,38.15,22657,61.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,36633,Republican,61.85
South Carolina,Greenwood__SC,5283,64.03,2968,35.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,8251,Democrat,64.03
South Carolina,Hampton__SC,790,37.41,1322,62.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2112,Republican,62.59
South Carolina,Horry__SC,6006,61.45,3768,38.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,9774,Democrat,61.45
South Carolina,Jasper__SC,721,48.07,779,51.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1500,Republican,51.93
South Carolina,Kershaw__SC,3178,47.84,3465,52.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,6643,Republican,52.16
South Carolina,Lancaster__SC,5561,65.66,2909,34.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,8470,Democrat,65.66
South Carolina,Laurens__SC,4547,57.95,3299,42.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,7846,Democrat,57.95
South Carolina,Lee__SC,1487,53.41,1297,46.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2784,Democrat,53.41
South Carolina,Lexington__SC,4159,38.98,6511,61.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,10670,Republican,61.02
South Carolina,McCormick__SC,680,66.21,347,33.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1027,Democrat,66.21
South Carolina,Marion__SC,2397,59.29,1646,40.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,4043,Democrat,59.29
South Carolina,Marlboro__SC,2586,66.7,1291,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,3877,Democrat,66.7
South Carolina,Newberry__SC,3143,52.52,2841,47.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,5984,Democrat,52.52
South Carolina,Oconee__SC,4328,69.65,1886,30.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,6214,Democrat,69.65
South Carolina,Orangeburg__SC,3890,42.64,5233,57.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,9123,Republican,57.36
South Carolina,Pickens__SC,2546,37.74,4201,62.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,6747,Republican,62.26
South Carolina,Richland__SC,11694,36.06,20736,63.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,32430,Republican,63.94
South Carolina,Saluda__SC,1353,51.62,1268,48.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2621,Democrat,51.62
South Carolina,Spartanburg__SC,20134,64.79,10940,35.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,31074,Democrat,64.79
South Carolina,Sumter__SC,2616,36.09,4633,63.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,7249,Republican,63.91
South Carolina,Union__SC,5229,72.53,1980,27.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,7209,Democrat,72.53
South Carolina,Williamsburg__SC,1513,39.43,2324,60.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,3837,Republican,60.57
South Carolina,York__SC,8707,61.23,5512,38.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,14219,Democrat,61.23
South Dakota,Aurora__SD,1270,50.06,1267,49.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2537,Democrat,50.06
South Dakota,Beadle__SD,4079,40.83,5911,59.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,9990,Republican,59.17
South Dakota,Bennett__SD,607,43.8,779,56.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1386,Republican,56.2
South Dakota,Bon_Homme__SD,2052,42.91,2730,57.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,4782,Republican,57.09
South Dakota,Brookings__SD,2974,34.25,5710,65.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,8684,Republican,65.75
South Dakota,Brown__SD,7893,49.55,8037,50.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,15930,Republican,50.45
South Dakota,Brule__SD,1600,53.28,1403,46.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,3003,Democrat,53.28
South Dakota,Buffalo__SD,334,53.18,294,46.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,628,Democrat,53.18
South Dakota,Butte__SD,1318,34.56,2496,65.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,3814,Republican,65.44
South Dakota,Campbell__SD,362,21.39,1330,78.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1692,Republican,78.61
South Dakota,Charles_Mix__SD,2754,52.96,2446,47.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,5200,Democrat,52.96
South Dakota,Clark__SD,1406,38.95,2204,61.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,3610,Republican,61.05
South Dakota,Clay__SD,1878,40.39,2772,59.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,4650,Republican,59.61
South Dakota,Codington__SD,4304,44.77,5309,55.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,9613,Republican,55.23
South Dakota,Corson__SD,1093,45.87,1290,54.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2383,Republican,54.13
South Dakota,Custer__SD,878,36.42,1533,63.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2411,Republican,63.58
South Dakota,Davison__SD,4108,50.02,4105,49.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,8213,Democrat,50.02
South Dakota,Day__SD,2835,51.91,2626,48.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,5461,Democrat,51.91
South Dakota,Deuel__SD,1173,38.08,1907,61.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,3080,Republican,61.92
South Dakota,Dewey__SD,1044,47.2,1168,52.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2212,Republican,52.8
South Dakota,Douglas__SD,541,21.27,2002,78.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2543,Republican,78.73
South Dakota,Edmunds__SD,1609,48.22,1728,51.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,3337,Republican,51.78
South Dakota,Fall_River__SD,1426,36.4,2492,63.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,3918,Republican,63.6
South Dakota,Faulk__SD,1043,45.69,1240,54.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2283,Republican,54.31
South Dakota,Grant__SD,2114,44.74,2611,55.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,4725,Republican,55.26
South Dakota,Gregory__SD,1778,46.29,2063,53.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,3841,Republican,53.71
South Dakota,Haakon__SD,595,37.78,980,62.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1575,Republican,62.22
South Dakota,Hamlin__SD,1230,36.51,2139,63.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,3369,Republican,63.49
South Dakota,Hand__SD,1397,42.73,1872,57.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,3269,Republican,57.27
South Dakota,Hanson__SD,1153,51.47,1087,48.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2240,Democrat,51.47
South Dakota,Harding__SD,382,36.11,676,63.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1058,Republican,63.89
South Dakota,Hughes__SD,2036,38.01,3320,61.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,5356,Republican,61.99
South Dakota,Hutchinson__SD,1557,28.28,3948,71.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,5505,Republican,71.72
South Dakota,Hyde__SD,660,46.06,773,53.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1433,Republican,53.94
South Dakota,Jackson__SD,366,38.65,581,61.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,947,Republican,61.35
South Dakota,Jerauld__SD,863,42.55,1165,57.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2028,Republican,57.45
South Dakota,Jones__SD,423,39.64,644,60.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1067,Republican,60.36
South Dakota,Kingsbury__SD,1677,36.74,2887,63.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,4564,Republican,63.26
South Dakota,Lake__SD,2224,38.72,3520,61.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,5744,Republican,61.28
South Dakota,Lawrence__SD,2612,33.94,5083,66.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,7695,Republican,66.06
South Dakota,Lincoln__SD,1985,35.84,3553,64.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,5538,Republican,64.16
South Dakota,Lyman__SD,852,42.22,1166,57.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2018,Republican,57.78
South Dakota,Marshall__SD,1674,49.56,1704,50.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,3378,Republican,50.44
South Dakota,McCook__SD,1797,43.07,2375,56.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,4172,Republican,56.93
South Dakota,McPherson__SD,616,20.74,2354,79.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2970,Republican,79.26
South Dakota,Meade__SD,1923,42.11,2644,57.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,4567,Republican,57.89
South Dakota,Mellette__SD,510,39.72,774,60.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1284,Republican,60.28
South Dakota,Miner__SD,1316,48.87,1377,51.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2693,Republican,51.13
South Dakota,Minnehaha__SD,15152,39.47,23238,60.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,38390,Republican,60.53
South Dakota,Moody__SD,1918,47.51,2119,52.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,4037,Republican,52.49
South Dakota,Pennington__SD,7478,39.69,11364,60.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,18842,Republican,60.31
South Dakota,Perkins__SD,1164,39.71,1767,60.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2931,Republican,60.29
South Dakota,Potter__SD,1004,43.09,1326,56.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2330,Republican,56.91
South Dakota,Roberts__SD,3089,51.95,2857,48.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,5946,Democrat,51.95
South Dakota,Sanborn__SD,1249,49.9,1254,50.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,2503,Republican,50.1
South Dakota,Oglala_Lakota__SD,1135,63.41,655,36.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1790,Democrat,63.41
South Dakota,Spink__SD,2563,48.35,2738,51.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,5301,Republican,51.65
South Dakota,Stanley__SD,730,51.85,678,48.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1408,Democrat,51.85
South Dakota,Sully__SD,483,35.86,864,64.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1347,Republican,64.14
South Dakota,Todd__SD,904,49.86,909,50.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1813,Republican,50.14
South Dakota,Tripp__SD,1748,41.48,2466,58.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,4214,Republican,58.52
South Dakota,Turner__SD,1547,27.3,4120,72.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,5667,Republican,72.7
South Dakota,Union__SD,2331,46.44,2688,53.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,5019,Republican,53.56
South Dakota,Walworth__SD,1468,37.89,2406,62.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,3874,Republican,62.11
South Dakota,Washabaugh__SD,213,45.03,260,54.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,473,Republican,54.97
South Dakota,Yankton__SD,3061,42.96,4065,57.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,7126,Republican,57.04
South Dakota,Ziebach__SD,512,47.41,568,52.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,1080,Republican,52.59
Tennessee,Anderson__TN,9878,46.55,11153,52.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38,0.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,152,0.72,,,21221,Republican,52.56
Tennessee,Bedford__TN,4457,62.32,2633,36.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62,0.87,,,7152,Democrat,62.32
Tennessee,Benton__TN,2030,51.75,1773,45.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,120,3.06,,,3923,Democrat,51.75
Tennessee,Bledsoe__TN,981,40.01,1439,58.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,0.98,,,2452,Republican,58.69
Tennessee,Blount__TN,6213,31.27,13552,68.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67,0.34,,,19872,Republican,68.2
Tennessee,Bradley__TN,3307,29.3,7865,69.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,91,0.81,,,11285,Republican,69.69
Tennessee,Campbell__TN,3134,37.77,5079,61.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,63,0.76,,,8297,Republican,61.21
Tennessee,Cannon__TN,1275,51.27,1195,48.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.56,,,2487,Democrat,51.27
Tennessee,Carroll__TN,2961,38.91,4517,59.36,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,117,1.54,,,7609,Republican,59.36
Tennessee,Carter__TN,3412,21.6,12214,77.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,78,0.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,94,0.6,,,15798,Republican,77.31
Tennessee,Cheatham__TN,1883,72.23,683,26.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,1.3,,,2607,Democrat,72.23
Tennessee,Chester__TN,1192,38.95,1807,59.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54,1.76,,,3060,Republican,59.05
Tennessee,Claiborne__TN,2142,35.37,3888,64.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.3,,,6056,Republican,64.2
Tennessee,Clay__TN,976,46.34,1098,52.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,1.52,,,2106,Republican,52.14
Tennessee,Cocke__TN,1442,17.81,6581,81.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38,0.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,0.42,,,8095,Republican,81.3
Tennessee,Coffee__TN,4555,59.26,3058,39.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66,0.86,,,7686,Democrat,59.26
Tennessee,Crockett__TN,1438,47.73,1467,48.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,95,3.15,,,3013,Republican,48.69
Tennessee,Cumberland__TN,2189,37.72,3523,60.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,0.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62,1.07,,,5804,Republican,60.7
