State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Gary Johnson Libertarian_Votes,Gary Johnson Libertarian_Pct,Charles Baldwin Reform_Votes,Charles Baldwin Reform_Pct,Gary Johnson [ 21 ] Libertarian_Votes,Gary Johnson [ 21 ] Libertarian_Pct,Jill Stein [ 21 ] Green_Votes,Jill Stein [ 21 ] Green_Pct,Jill Stein Green_Votes,Jill Stein Green_Pct,Virgil Goode Constitution_Votes,Virgil Goode Constitution_Pct,Total_Votes,Winner,Winner_Pct
Nebraska,Cuming__NE,1031,25.93,2876,72.33,69,1.74,0,0,0,0,,,,,,,,,3976,Republican,72.33
Nebraska,Custer__NE,1083,19.7,4296,78.14,119,2.16,0,0,0,0,,,,,,,,,5498,Republican,78.14
Nebraska,Dakota__NE,2922,47.62,3094,50.42,120,1.96,0,0,0,0,,,,,,,,,6136,Republican,50.42
Nebraska,Dawes__NE,1132,30.36,2478,66.47,118,3.17,0,0,0,0,,,,,,,,,3728,Republican,66.47
Nebraska,Dawson__NE,2199,27.98,5460,69.47,200,2.55,0,0,0,0,,,,,,,,,7859,Republican,69.47
Nebraska,Deuel__NE,215,21.14,763,75.02,39,3.84,0,0,0,0,,,,,,,,,1017,Republican,75.02
Nebraska,Dixon__NE,870,32.39,1745,64.97,71,2.64,0,0,0,0,,,,,,,,,2686,Republican,64.97
Nebraska,Dodge__NE,5673,37.95,8995,60.17,282,1.88,0,0,0,0,,,,,,,,,14950,Republican,60.17
Nebraska,Douglas__NE,106456,47.54,113220,50.56,4251,1.9,0,0,0,0,,,,,,,,,223927,Republican,50.56
Nebraska,Dundy__NE,176,17.87,792,80.41,17,1.72,0,0,0,0,,,,,,,,,985,Republican,80.41
Nebraska,Fillmore__NE,807,28.03,2007,69.71,65,2.26,0,0,0,0,,,,,,,,,2879,Republican,69.71
Nebraska,Franklin__NE,384,25,1112,72.4,40,2.6,0,0,0,0,,,,,,,,,1536,Republican,72.4
Nebraska,Frontier__NE,271,20.77,1007,77.16,27,2.07,0,0,0,0,,,,,,,,,1305,Republican,77.16
Nebraska,Furnas__NE,423,18.88,1782,79.55,35,1.57,0,0,0,0,,,,,,,,,2240,Republican,79.55
Nebraska,Gage__NE,3903,40.4,5513,57.06,245,2.54,0,0,0,0,,,,,,,,,9661,Republican,57.06
Nebraska,Garden__NE,242,22.18,829,75.99,20,1.83,0,0,0,0,,,,,,,,,1091,Republican,75.99
Nebraska,Garfield__NE,149,15.85,769,81.81,22,2.34,0,0,0,0,,,,,,,,,940,Republican,81.81
Nebraska,Gosper__NE,230,23.52,734,75.05,14,1.43,0,0,0,0,,,,,,,,,978,Republican,75.05
Nebraska,Grant__NE,30,8.26,322,88.71,11,3.03,0,0,0,0,,,,,,,,,363,Republican,88.71
Nebraska,Greeley__NE,340,28.69,820,69.2,25,2.11,0,0,0,0,,,,,,,,,1185,Republican,69.2
Nebraska,Hall__NE,7161,35.4,12646,62.51,422,2.09,0,0,0,0,,,,,,,,,20229,Republican,62.51
Nebraska,Hamilton__NE,1146,23.53,3600,73.91,125,2.56,0,0,0,0,,,,,,,,,4871,Republican,73.91
Nebraska,Harlan__NE,354,19.91,1395,78.46,29,1.63,0,0,0,0,,,,,,,,,1778,Republican,78.46
Nebraska,Hayes__NE,51,9.46,476,88.31,12,2.23,0,0,0,0,,,,,,,,,539,Republican,88.31
Nebraska,Hitchcock__NE,274,18.33,1178,78.8,43,2.87,0,0,0,0,,,,,,,,,1495,Republican,78.8
Nebraska,Holt__NE,882,17.86,3922,79.41,135,2.73,0,0,0,0,,,,,,,,,4939,Republican,79.41
Nebraska,Hooker__NE,59,14.94,330,83.54,6,1.52,0,0,0,0,,,,,,,,,395,Republican,83.54
Nebraska,Howard__NE,914,31.85,1890,65.85,66,2.3,0,0,0,0,,,,,,,,,2870,Republican,65.85
Nebraska,Jefferson__NE,1195,34.68,2166,62.86,85,2.46,0,0,0,0,,,,,,,,,3446,Republican,62.86
Nebraska,Johnson__NE,790,38.29,1225,59.38,48,2.33,0,0,0,0,,,,,,,,,2063,Republican,59.38
Nebraska,Kearney__NE,773,24.31,2349,73.87,58,1.82,0,0,0,0,,,,,,,,,3180,Republican,73.87
Nebraska,Keith__NE,928,22.87,3044,75.01,86,2.12,0,0,0,0,,,,,,,,,4058,Republican,75.01
Nebraska,Keya_Paha__NE,80,16.53,393,81.2,11,2.27,0,0,0,0,,,,,,,,,484,Republican,81.2
Nebraska,Kimball__NE,395,23.41,1235,73.21,57,3.38,0,0,0,0,,,,,,,,,1687,Republican,73.21
Nebraska,Knox__NE,1059,26.24,2885,71.48,92,2.28,0,0,0,0,,,,,,,,,4036,Republican,71.48
Nebraska,Lancaster__NE,62015,48.69,62434,49.02,2906,2.29,0,0,0,0,,,,,,,,,127355,Republican,49.02
Nebraska,Lincoln__NE,4450,28.43,10728,68.53,477,3.06,0,0,0,0,,,,,,,,,15655,Republican,68.53
Nebraska,Logan__NE,68,15.78,356,82.6,7,1.62,0,0,0,0,,,,,,,,,431,Republican,82.6
Nebraska,Loup__NE,62,17.32,290,81.01,6,1.67,0,0,0,0,,,,,,,,,358,Republican,81.01
Nebraska,Madison__NE,3485,25.1,10062,72.47,338,2.43,0,0,0,0,,,,,,,,,13885,Republican,72.47
Nebraska,McPherson__NE,41,14.09,237,81.44,13,4.47,0,0,0,0,,,,,,,,,291,Republican,81.44
Nebraska,Merrick__NE,925,26.51,2490,71.37,74,2.12,0,0,0,0,,,,,,,,,3489,Republican,71.37
Nebraska,Morrill__NE,455,20.78,1681,76.76,54,2.46,0,0,0,0,,,,,,,,,2190,Republican,76.76
Nebraska,Nance__NE,481,29.67,1106,68.23,34,2.1,0,0,0,0,,,,,,,,,1621,Republican,68.23
Nebraska,Nemaha__NE,1128,35.1,2012,62.6,74,2.3,0,0,0,0,,,,,,,,,3214,Republican,62.6
Nebraska,Nuckolls__NE,568,25.92,1574,71.84,49,2.24,0,0,0,0,,,,,,,,,2191,Republican,71.84
Nebraska,Otoe__NE,2561,36.68,4258,60.99,163,2.33,0,0,0,0,,,,,,,,,6982,Republican,60.99
Nebraska,Pawnee__NE,400,29.83,899,67.04,42,3.13,0,0,0,0,,,,,,,,,1341,Republican,67.04
Nebraska,Perkins__NE,238,17.07,1135,81.42,21,1.51,0,0,0,0,,,,,,,,,1394,Republican,81.42
Nebraska,Phelps__NE,880,20.09,3400,77.63,100,2.28,0,0,0,0,,,,,,,,,4380,Republican,77.63
Nebraska,Pierce__NE,637,18.57,2707,78.9,87,2.53,0,0,0,0,,,,,,,,,3431,Republican,78.9
Nebraska,Platte__NE,3148,23.37,10061,74.68,264,1.95,0,0,0,0,,,,,,,,,13473,Republican,74.68
Nebraska,Polk__NE,528,21.49,1890,76.92,39,1.59,0,0,0,0,,,,,,,,,2457,Republican,76.92
Nebraska,Red_Willow__NE,952,19.29,3891,78.83,93,1.88,0,0,0,0,,,,,,,,,4936,Republican,78.83
Nebraska,Richardson__NE,1191,31.85,2443,65.34,105,2.81,0,0,0,0,,,,,,,,,3739,Republican,65.34
Nebraska,Rock__NE,103,13.05,672,85.17,14,1.78,0,0,0,0,,,,,,,,,789,Republican,85.17
Nebraska,Saline__NE,2289,46.17,2557,51.57,112,2.26,0,0,0,0,,,,,,,,,4958,Republican,51.57
Nebraska,Sarpy__NE,26671,37.31,43213,60.45,1606,2.24,0,0,0,0,,,,,,,,,71490,Republican,60.45
Nebraska,Saunders__NE,3307,32.07,6770,65.65,235,2.28,0,0,0,0,,,,,,,,,10312,Republican,65.65
Nebraska,Scotts_Bluff__NE,4327,30.29,9648,67.53,312,2.18,0,0,0,0,,,,,,,,,14287,Republican,67.53
Nebraska,Seward__NE,2386,31.51,5003,66.06,184,2.43,0,0,0,0,,,,,,,,,7573,Republican,66.06
Nebraska,Sheridan__NE,390,15.78,2021,81.76,61,2.46,0,0,0,0,,,,,,,,,2472,Republican,81.76
Nebraska,Sherman__NE,552,36.08,927,60.59,51,3.33,0,0,0,0,,,,,,,,,1530,Republican,60.59
Nebraska,Sioux__NE,101,13.67,624,84.44,14,1.89,0,0,0,0,,,,,,,,,739,Republican,84.44
Nebraska,Stanton__NE,614,23.22,1949,73.71,81,3.07,0,0,0,0,,,,,,,,,2644,Republican,73.71
Nebraska,Thayer__NE,728,27.38,1874,70.48,57,2.14,0,0,0,0,,,,,,,,,2659,Republican,70.48
Nebraska,Thomas__NE,42,10.29,360,88.24,6,1.47,0,0,0,0,,,,,,,,,408,Republican,88.24
Nebraska,Thurston__NE,1247,56.3,939,42.39,29,1.31,0,0,0,0,,,,,,,,,2215,Democrat,56.3
Nebraska,Valley__NE,498,22.69,1657,75.49,40,1.82,0,0,0,0,,,,,,,,,2195,Republican,75.49
Nebraska,Washington__NE,3132,30.57,6899,67.33,215,2.1,0,0,0,0,,,,,,,,,10246,Republican,67.33
Nebraska,Wayne__NE,1074,29.17,2493,67.71,115,3.12,0,0,0,0,,,,,,,,,3682,Republican,67.71
Nebraska,Webster__NE,442,25.37,1258,72.22,42,2.41,0,0,0,0,,,,,,,,,1742,Republican,72.22
Nebraska,Wheeler__NE,93,20.76,345,77.01,10,2.23,0,0,0,0,,,,,,,,,448,Republican,77.01
Nebraska,York__NE,1373,21.61,4874,76.7,108,1.69,0,0,0,0,,,,,,,,,6355,Republican,76.7
Nevada,Carson_City__NV,10291,44.13,12394,53.15,634,2.72,0,0,0,0,,,,,,,,,23319,Republican,53.15
Nevada,Churchill__NV,2961,28.85,7061,68.79,243,2.36,0,0,0,0,,,,,,,,,10265,Republican,68.79
Nevada,Clark__NV,389936,56.42,289053,41.82,12201,1.76,0,0,0,0,,,,,,,,,691190,Democrat,56.42
Nevada,Douglas__NV,9297,35.65,16276,62.42,502,1.93,0,0,0,0,,,,,,,,,26075,Republican,62.42
Nevada,Elko__NV,3511,21.96,12014,75.15,461,2.89,0,0,0,0,,,,,,,,,15986,Republican,75.15
Nevada,Esmeralda__NV,92,21.15,317,72.87,26,5.98,0,0,0,0,,,,,,,,,435,Republican,72.87
Nevada,Eureka__NV,107,13.24,663,82.05,38,4.71,0,0,0,0,,,,,,,,,808,Republican,82.05
Nevada,Humboldt__NV,1737,30.24,3810,66.33,197,3.43,0,0,0,0,,,,,,,,,5744,Republican,66.33
Nevada,Lander__NV,534,24.67,1580,72.98,51,2.35,0,0,0,0,,,,,,,,,2165,Republican,72.98
Nevada,Lincoln__NV,400,18.59,1691,78.58,61,2.83,0,0,0,0,,,,,,,,,2152,Republican,78.58
Nevada,Lyon__NV,7380,34.38,13520,62.99,565,2.63,0,0,0,0,,,,,,,,,21465,Republican,62.99
Nevada,Mineral__NV,863,42.41,1080,53.07,92,4.52,0,0,0,0,,,,,,,,,2035,Republican,53.07
Nevada,Nye__NV,6320,36.07,10566,60.3,636,3.63,0,0,0,0,,,,,,,,,17522,Republican,60.3
Nevada,Pershing__NV,632,33.55,1167,61.94,85,4.51,0,0,0,0,,,,,,,,,1884,Republican,61.94
Nevada,Storey__NV,920,39.76,1321,57.09,73,3.15,0,0,0,0,,,,,,,,,2314,Republican,57.09
Nevada,Washoe__NV,95409,50.79,88453,47.09,3993,2.12,0,0,0,0,,,,,,,,,187855,Democrat,50.79
Nevada,White_Pine__NV,983,26.54,2601,70.22,120,3.24,0,0,0,0,,,,,,,,,3704,Republican,70.22
New Hampshire,Belknap__NH,15890,46.89,17571,51.85,426,1.26,0,0,0,0,,,,,,,,,33887,Republican,51.85
New Hampshire,Carroll__NH,13977,48.87,14207,49.67,418,1.46,0,0,0,0,,,,,,,,,28602,Republican,49.67
New Hampshire,Cheshire__NH,25380,61.36,15156,36.64,824,2,0,0,0,0,,,,,,,,,41360,Democrat,61.36
New Hampshire,Coos__NH,9095,57.93,6342,40.4,262,1.67,0,0,0,0,,,,,,,,,15699,Democrat,57.93
New Hampshire,Grafton__NH,29826,60.85,18208,37.15,980,2,0,0,0,0,,,,,,,,,49014,Democrat,60.85
New Hampshire,Hillsborough__NH,102303,49.74,99991,48.62,3373,1.64,0,0,0,0,,,,,,,,,205667,Democrat,49.74
New Hampshire,Merrimack__NH,44756,55.59,34524,42.88,1234,1.53,0,0,0,0,,,,,,,,,80514,Democrat,55.59
New Hampshire,Rockingham__NH,80142,47.03,87921,51.59,2360,1.38,0,0,0,0,,,,,,,,,170423,Republican,51.59
New Hampshire,Strafford__NH,36026,56.32,26729,41.78,1214,1.9,0,0,0,0,,,,,,,,,63969,Democrat,56.32
New Hampshire,Sullivan__NH,12166,55.71,9269,42.45,402,1.84,0,0,0,0,,,,,,,,,21837,Democrat,55.71
New Jersey,Atlantic__NJ,65600,57.88,46522,41.04,1222,1.08,0,0,0,0,,,,,,,,,113344,Democrat,57.88
New Jersey,Bergen__NJ,212754,55.12,169070,43.8,4166,1.08,0,0,0,0,,,,,,,,,385990,Democrat,55.12
New Jersey,Burlington__NJ,126377,58.42,87401,40.4,2561,1.18,0,0,0,0,,,,,,,,,216339,Democrat,58.42
New Jersey,Camden__NJ,153682,68.02,69476,30.75,2791,1.23,0,0,0,0,,,,,,,,,225949,Democrat,68.02
New Jersey,Cape_May__NJ,21657,45.03,25781,53.61,655,1.36,0,0,0,0,,,,,,,,,48093,Republican,53.61
New Jersey,Cumberland__NJ,34055,61.51,20658,37.31,656,1.18,0,0,0,0,,,,,,,,,55369,Democrat,61.51
New Jersey,Essex__NJ,237035,77.95,64767,21.3,2269,0.75,0,0,0,0,,,,,,,,,304071,Democrat,77.95
New Jersey,Gloucester__NJ,74013,54.59,59456,43.86,2101,1.55,0,0,0,0,,,,,,,,,135570,Democrat,54.59
New Jersey,Hudson__NJ,153108,77.45,42369,21.43,2217,1.12,0,0,0,0,,,,,,,,,197694,Democrat,77.45
New Jersey,Hunterdon__NJ,26876,40.34,38687,58.07,1061,1.59,0,0,0,0,,,,,,,,,66624,Republican,58.07
New Jersey,Mercer__NJ,104377,67.19,47355,30.48,3623,2.33,0,0,0,0,,,,,,,,,155355,Democrat,67.19
New Jersey,Middlesex__NJ,190555,63.13,107310,35.55,3995,1.32,0,0,0,0,,,,,,,,,301860,Democrat,63.13
New Jersey,Monmouth__NJ,133820,46.84,148000,51.81,3847,1.35,0,0,0,0,,,,,,,,,285667,Republican,51.81
New Jersey,Morris__NJ,100563,43.98,125279,54.79,2805,1.23,0,0,0,0,,,,,,,,,228647,Republican,54.79
New Jersey,Ocean__NJ,102300,40.62,146475,58.16,3079,1.22,0,0,0,0,,,,,,,,,251854,Republican,58.16
New Jersey,Passaic__NJ,115926,63.62,64523,35.41,1765,0.97,0,0,0,0,,,,,,,,,182214,Democrat,63.62
New Jersey,Salem__NJ,14719,49.69,14334,48.39,570,1.92,0,0,0,0,,,,,,,,,29623,Democrat,49.69
New Jersey,Somerset__NJ,74592,52.1,66603,46.52,1985,1.38,0,0,0,0,,,,,,,,,143180,Democrat,52.1
New Jersey,Sussex__NJ,26104,38.28,40625,59.57,1465,2.15,0,0,0,0,,,,,,,,,68194,Republican,59.57
New Jersey,Union__NJ,139752,66.52,68314,32.52,2022,0.96,0,0,0,0,,,,,,,,,210088,Democrat,66.52
New Jersey,Warren__NJ,18745,41.27,25744,56.69,926,2.04,0,0,0,0,,,,,,,,,45415,Republican,56.69
New Mexico,Bernalillo__NM,150739,55.63,106408,39.27,13822,5.1,0,0,0,0,,,,,,,,,270969,Democrat,55.63
New Mexico,Catron__NM,560,26.38,1494,70.37,69,3.25,0,0,0,0,,,,,,,,,2123,Republican,70.37
New Mexico,Chaves__NM,6604,32.54,13088,64.5,600,2.96,0,0,0,0,,,,,,,,,20292,Republican,64.5
New Mexico,Cibola__NM,4961,60.18,2998,36.37,284,3.45,0,0,0,0,,,,,,,,,8243,Democrat,60.18
New Mexico,Colfax__NM,2828,49.06,2699,46.83,237,4.11,0,0,0,0,,,,,,,,,5764,Democrat,49.06
New Mexico,Curry__NM,4022,29.52,9251,67.9,352,2.58,0,0,0,0,,,,,,,,,13625,Republican,67.9
New Mexico,De_Baca__NM,287,31.82,586,64.97,29,3.21,0,0,0,0,,,,,,,,,902,Republican,64.97
New Mexico,Dona_Ana__NM,37139,55.91,27322,41.13,1962,2.96,0,0,0,0,,,,,,,,,66423,Democrat,55.91
New Mexico,Eddy__NM,6142,31.88,12583,65.3,544,2.82,0,0,0,0,,,,,,,,,19269,Republican,65.3
New Mexico,Grant__NM,7090,54.95,5358,41.53,454,3.52,0,0,0,0,,,,,,,,,12902,Democrat,54.95
New Mexico,Guadalupe__NM,1488,69.7,557,26.09,90,4.21,0,0,0,0,,,,,,,,,2135,Democrat,69.7
New Mexico,Harding__NM,260,43.26,327,54.41,14,2.33,0,0,0,0,,,,,,,,,601,Republican,54.41
New Mexico,Hidalgo__NM,995,51.42,899,46.46,41,2.12,0,0,0,0,,,,,,,,,1935,Democrat,51.42
New Mexico,Lea__NM,4080,23.98,12548,73.75,387,2.27,0,0,0,0,,,,,,,,,17015,Republican,73.75
New Mexico,Lincoln__NM,2942,31.83,5961,64.5,339,3.67,0,0,0,0,,,,,,,,,9242,Republican,64.5
New Mexico,Los_Alamos__NM,5191,48.72,4796,45.02,667,6.26,0,0,0,0,,,,,,,,,10654,Democrat,48.72
New Mexico,Luna__NM,3583,47.77,3670,48.93,247,3.3,0,0,0,0,,,,,,,,,7500,Republican,48.93
New Mexico,McKinley__NM,15841,72.24,5546,25.29,542,2.47,0,0,0,0,,,,,,,,,21929,Democrat,72.24
New Mexico,Mora__NM,1955,74.88,595,22.79,61,2.33,0,0,0,0,,,,,,,,,2611,Democrat,74.88
New Mexico,Otero__NM,6829,34.12,12451,62.22,732,3.66,0,0,0,0,,,,,,,,,20012,Republican,62.22
New Mexico,Quay__NM,1383,37.31,2202,59.4,122,3.29,0,0,0,0,,,,,,,,,3707,Republican,59.4
New Mexico,Rio_Arriba__NM,11465,74.72,3397,22.14,481,3.14,0,0,0,0,,,,,,,,,15343,Democrat,74.72
New Mexico,Roosevelt__NM,1727,28.93,4043,67.73,199,3.34,0,0,0,0,,,,,,,,,5969,Republican,67.73
New Mexico,San_Juan__NM,15855,34.29,28849,62.39,1533,3.32,0,0,0,0,,,,,,,,,46237,Republican,62.39
New Mexico,San_Miguel__NM,8850,76.9,2303,20.01,356,3.09,0,0,0,0,,,,,,,,,11509,Democrat,76.9
New Mexico,Sandoval__NM,27236,50.36,24387,45.1,2455,4.54,0,0,0,0,,,,,,,,,54078,Democrat,50.36
New Mexico,Santa_Fe__NM,50872,73.47,15500,22.38,2873,4.15,0,0,0,0,,,,,,,,,69245,Democrat,73.47
New Mexico,Sierra__NM,1964,38.49,2928,57.39,210,4.12,0,0,0,0,,,,,,,,,5102,Republican,57.39
New Mexico,Socorro__NM,4058,56.42,2722,37.84,413,5.74,0,0,0,0,,,,,,,,,7193,Democrat,56.42
New Mexico,Taos__NM,11978,78.09,2730,17.8,631,4.11,0,0,0,0,,,,,,,,,15339,Democrat,78.09
New Mexico,Torrance__NM,2428,37.93,3529,55.12,445,6.95,0,0,0,0,,,,,,,,,6402,Republican,55.12
New Mexico,Union__NM,472,26.83,1236,70.27,51,2.9,0,0,0,0,,,,,,,,,1759,Republican,70.27
New Mexico,Valencia__NM,13511,48.73,12825,46.25,1392,5.02,0,0,0,0,,,,,,,,,27728,Democrat,48.73
New York,Albany__NY,87556,64.49,45064,33.19,3147,2.32,0,0,0,0,,,,,,,,,135767,Democrat,64.49
New York,Allegany__NY,6139,36.21,10390,61.29,424,2.5,0,0,0,0,,,,,,,,,16953,Republican,61.29
New York,Bronx__NY,339211,91.45,29967,8.08,1760,0.47,0,0,0,0,,,,,,,,,370938,Democrat,91.45
New York,Broome__NY,41970,51.46,37641,46.15,1954,2.39,0,0,0,0,,,,,,,,,81565,Democrat,51.46
New York,Cattaraugus__NY,12649,42.49,16569,55.66,549,1.85,0,0,0,0,,,,,,,,,29767,Republican,55.66
New York,Cayuga__NY,17007,54.58,13454,43.18,700,2.24,0,0,0,0,,,,,,,,,31161,Democrat,54.58
New York,Chautauqua__NY,23812,45.05,27971,52.92,1069,2.03,0,0,0,0,,,,,,,,,52852,Republican,52.92
New York,Chemung__NY,16797,47.98,17612,50.31,601,1.71,0,0,0,0,,,,,,,,,35010,Republican,50.31
New York,Chenango__NY,9116,47.2,9713,50.29,485,2.51,0,0,0,0,,,,,,,,,19314,Republican,50.29
New York,Clinton__NY,18961,61.85,11115,36.26,580,1.89,0,0,0,0,,,,,,,,,30656,Democrat,61.85
New York,Columbia__NY,16221,55.69,12225,41.97,683,2.34,0,0,0,0,,,,,,,,,29129,Democrat,55.69
New York,Cortland__NY,10482,53.41,8695,44.31,447,2.28,0,0,0,0,,,,,,,,,19624,Democrat,53.41
New York,Delaware__NY,8304,44.55,9938,53.32,396,2.13,0,0,0,0,,,,,,,,,18638,Republican,53.32
New York,Dutchess__NY,65312,52.8,56025,45.29,2368,1.91,0,0,0,0,,,,,,,,,123705,Democrat,52.8
New York,Erie__NY,237356,57.31,169675,40.97,7164,1.72,0,0,0,0,,,,,,,,,414195,Democrat,57.31
New York,Essex__NY,9784,58.53,6647,39.76,286,1.71,0,0,0,0,,,,,,,,,16717,Democrat,58.53
New York,Franklin__NY,9894,62.09,5740,36.02,300,1.89,0,0,0,0,,,,,,,,,15934,Democrat,62.09
New York,Fulton__NY,8607,43.47,10814,54.62,378,1.91,0,0,0,0,,,,,,,,,19799,Republican,54.62
New York,Genesee__NY,9601,38.8,14607,59.03,538,2.17,0,0,0,0,,,,,,,,,24746,Republican,59.03
New York,Greene__NY,9030,43.69,11174,54.06,464,2.25,0,0,0,0,,,,,,,,,20668,Republican,54.06
New York,Hamilton__NY,1128,36.24,1932,62.06,53,1.7,0,0,0,0,,,,,,,,,3113,Republican,62.06
New York,Herkimer__NY,11273,45.02,13282,53.04,485,1.94,0,0,0,0,,,,,,,,,25040,Republican,53.04
New York,Jefferson__NY,17099,47.89,18122,50.75,487,1.36,0,0,0,0,,,,,,,,,35708,Republican,50.75
New York,Kings__NY,604443,82.02,124551,16.9,7988,1.08,0,0,0,0,,,,,,,,,736982,Democrat,82.02
New York,Lewis__NY,4724,44.9,5651,53.71,147,1.39,0,0,0,0,,,,,,,,,10522,Republican,53.71
New York,Livingston__NY,11705,43.72,14448,53.97,617,2.31,0,0,0,0,,,,,,,,,26770,Republican,53.97
New York,Madison__NY,13871,49.37,13622,48.49,601,2.14,0,0,0,0,,,,,,,,,28094,Democrat,49.37
New York,Monroe__NY,193501,57.97,133362,39.95,6950,2.08,0,0,0,0,,,,,,,,,333813,Democrat,57.97
New York,Montgomery__NY,8493,46.7,9334,51.33,359,1.97,0,0,0,0,,,,,,,,,18186,Republican,51.33
New York,Nassau__NY,302695,53.28,259308,45.64,6148,1.08,0,0,0,0,,,,,,,,,568151,Democrat,53.28
New York,New_York__NY,502674,83.74,89559,14.92,8058,1.34,0,0,0,0,,,,,,,,,600291,Democrat,83.74
New York,Niagara__NY,43986,49.42,43240,48.58,1787,2,0,0,0,0,,,,,,,,,89013,Democrat,49.42
New York,Oneida__NY,40468,46.68,44530,51.36,1702,1.96,0,0,0,0,,,,,,,,,86700,Republican,51.36
New York,Onondaga__NY,122254,59.72,78831,38.51,3632,1.77,0,0,0,0,,,,,,,,,204717,Democrat,59.72
New York,Ontario__NY,23087,48.25,23820,49.78,946,1.97,0,0,0,0,,,,,,,,,47853,Republican,49.78
New York,Orange__NY,73315,52.13,65367,46.48,1946,1.39,0,0,0,0,,,,,,,,,140628,Democrat,52.13
New York,Orleans__NY,5787,39.35,8594,58.44,325,2.21,0,0,0,0,,,,,,,,,14706,Republican,58.44
New York,Oswego__NY,23515,52.73,19980,44.81,1096,2.46,0,0,0,0,,,,,,,,,44591,Democrat,52.73
New York,Otsego__NY,12117,50.2,11461,47.48,561,2.32,0,0,0,0,,,,,,,,,24139,Democrat,50.2
New York,Putnam__NY,19512,44,24083,54.31,750,1.69,0,0,0,0,,,,,,,,,44345,Republican,54.31
New York,Queens__NY,470732,79.08,118589,19.92,5924,1,0,0,0,0,,,,,,,,,595245,Democrat,79.08
New York,Rensselaer__NY,37408,54.96,29113,42.77,1540,2.27,0,0,0,0,,,,,,,,,68061,Democrat,54.96
New York,Richmond__NY,78181,50.71,74223,48.14,1776,1.15,0,0,0,0,,,,,,,,,154180,Democrat,50.71
New York,Rockland__NY,65793,52.78,57428,46.07,1424,1.15,0,0,0,0,,,,,,,,,124645,Democrat,52.78
New York,Saratoga__NY,52957,50.19,50382,47.75,2171,2.06,0,0,0,0,,,,,,,,,105510,Democrat,50.19
New York,Schenectady__NY,36844,56.74,26568,40.92,1521,2.34,0,0,0,0,,,,,,,,,64933,Democrat,56.74
New York,Schoharie__NY,5427,41.09,7467,56.54,313,2.37,0,0,0,0,,,,,,,,,13207,Republican,56.54
New York,Schuyler__NY,3674,45.1,4281,52.55,191,2.35,0,0,0,0,,,,,,,,,8146,Republican,52.55
New York,Seneca__NY,7094,53.48,5889,44.39,283,2.13,0,0,0,0,,,,,,,,,13266,Democrat,53.48
New York,St__Lawrence__NY,21353,57.41,15138,40.7,700,1.89,0,0,0,0,,,,,,,,,37191,Democrat,57.41
New York,Steuben__NY,15787,40.97,21954,56.98,790,2.05,0,0,0,0,,,,,,,,,38531,Republican,56.98
New York,Suffolk__NY,304079,51.17,282131,47.48,8056,1.35,0,0,0,0,,,,,,,,,594266,Democrat,51.17
New York,Sullivan__NY,15268,53.73,12705,44.71,442,1.56,0,0,0,0,,,,,,,,,28415,Democrat,53.73
New York,Tioga__NY,8930,41.36,12117,56.13,542,2.51,0,0,0,0,,,,,,,,,21589,Republican,56.13
New York,Tompkins__NY,27244,68.48,11107,27.92,1430,3.6,0,0,0,0,,,,,,,,,39781,Democrat,68.48
New York,Ulster__NY,47752,59.97,29759,37.37,2115,2.66,0,0,0,0,,,,,,,,,79626,Democrat,59.97
New York,Warren__NY,14806,50.06,14119,47.73,653,2.21,0,0,0,0,,,,,,,,,29578,Democrat,50.06
New York,Washington__NY,11523,49.89,11085,48,487,2.11,0,0,0,0,,,,,,,,,23095,Democrat,49.89
New York,Wayne__NY,16635,44.3,20060,53.43,852,2.27,0,0,0,0,,,,,,,,,37547,Republican,53.43
New York,Westchester__NY,240785,61.99,143122,36.84,4540,1.17,0,0,0,0,,,,,,,,,388447,Democrat,61.99
New York,Wyoming__NY,5661,34.66,10348,63.35,326,1.99,0,0,0,0,,,,,,,,,16335,Republican,63.35
New York,Yates__NY,4488,47.53,4798,50.82,156,1.65,0,0,0,0,,,,,,,,,9442,Republican,50.82
North Carolina,Alamance__NC,28875,42.6,38170,56.32,731,1.08,0,0,0,0,,,,,,,,,67776,Republican,56.32
North Carolina,Alexander__NC,4611,26.81,12253,71.25,332,1.94,0,0,0,0,,,,,,,,,17196,Republican,71.25
North Carolina,Alleghany__NC,1583,31.24,3390,66.9,94,1.86,0,0,0,0,,,,,,,,,5067,Republican,66.9
North Carolina,Anson__NC,7019,62.36,4166,37.01,71,0.63,0,0,0,0,,,,,,,,,11256,Democrat,62.36
North Carolina,Ashe__NC,4116,32.64,8242,65.36,252,2,0,0,0,0,,,,,,,,,12610,Republican,65.36
North Carolina,Avery__NC,1882,24.26,5766,74.31,111,1.43,0,0,0,0,,,,,,,,,7759,Republican,74.31
North Carolina,Beaufort__NC,9435,39.94,13977,59.17,208,0.89,0,0,0,0,,,,,,,,,23620,Republican,59.17
North Carolina,Bertie__NC,6695,66.14,3387,33.46,41,0.4,0,0,0,0,,,,,,,,,10123,Democrat,66.14
North Carolina,Bladen__NC,8062,50.52,7748,48.56,147,0.92,0,0,0,0,,,,,,,,,15957,Democrat,50.52
