State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Ralph Nader [ 5 ] Green_Votes,Ralph Nader [ 5 ] Green_Pct,Pat Buchanan [ 5 ] Reform_Votes,Pat Buchanan [ 5 ] Reform_Pct,Various candidates [ 5 ] Other parties_Votes,Various candidates [ 5 ] Other parties_Pct,Ralph Nader Green_Votes,Ralph Nader Green_Pct,Pat Buchanan Reform_Votes,Pat Buchanan Reform_Pct,Ralph Nader [ 3 ] Write-in_Votes,Ralph Nader [ 3 ] Write-in_Pct,Pat Buchanan [ 3 ] Reform_Votes,Pat Buchanan [ 3 ] Reform_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,Ralph Nader Independent_Votes,Ralph Nader Independent_Pct,Pat Buchanan Independent_Votes,Pat Buchanan Independent_Pct,Harry E. Browne Libertarian_Votes,Harry E. Browne Libertarian_Pct,Ralph Nader [ 1 ] Green_Votes,Ralph Nader [ 1 ] Green_Pct,Harry Browne [ 1 ] Libertarian_Votes,Harry Browne [ 1 ] Libertarian_Pct,Pat Buchanan [ 1 ] Independent_Votes,Pat Buchanan [ 1 ] Independent_Pct,Various candidates [ b ] Other parties_Votes,Various candidates [ b ] Other parties_Pct,Ralph Nader [ 21 ] Green_Votes,Ralph Nader [ 21 ] Green_Pct,Pat Buchanan [ 21 ] Reform_Votes,Pat Buchanan [ 21 ] Reform_Pct,Harry Browne [ 21 ] Libertarian_Votes,Harry Browne [ 21 ] Libertarian_Pct,Various candidates [ 21 ] Other parties_Votes,Various candidates [ 21 ] Other parties_Pct,Ralph Nader Pacific Green_Votes,Ralph Nader Pacific Green_Pct,Harry Browne Libertarian_Votes,Harry Browne Libertarian_Pct,David McReynolds Write-in_Votes,David McReynolds Write-in_Pct,Ralph Nader Not Designated_Votes,Ralph Nader Not Designated_Pct,Howard Phillips Constitution_Votes,Howard Phillips Constitution_Pct,Ralph Nader United Citizens_Votes,Ralph Nader United Citizens_Pct,John Hagelin Natural Law_Votes,John Hagelin Natural Law_Pct,Howard Phillips Independent_Votes,Howard Phillips Independent_Pct,Ralph Nader Green/Progressive_Votes,Ralph Nader Green/Progressive_Pct,Total_Votes,Winner,Winner_Pct
Montana,Ravalli__MT,4451,25.82,11241,65.21,1546,8.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17238,Republican,65.21
Montana,Richland__MT,1018,25.24,2858,70.87,157,3.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4033,Republican,70.87
Montana,Roosevelt__MT,2059,54.0,1605,42.09,149,3.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3813,Democrat,54.0
Montana,Rosebud__MT,1394,40.72,1826,53.35,203,5.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3423,Republican,53.35
Montana,Sanders__MT,1165,24.68,3144,66.6,412,8.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4721,Republican,66.6
Montana,Sheridan__MT,702,35.73,1176,59.85,87,4.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,Republican,59.85
Montana,Silver_Bow__MT,8967,53.68,6299,37.71,1437,8.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16703,Democrat,53.68
Montana,Stillwater__MT,925,23.61,2765,70.57,228,5.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3918,Republican,70.57
Montana,Sweet_Grass__MT,305,16.52,1450,78.55,91,4.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846,Republican,78.55
Montana,Teton__MT,847,25.56,2294,69.22,173,5.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3314,Republican,69.22
Montana,Toole__MT,630,26.49,1639,68.92,109,4.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378,Republican,68.92
Montana,Treasure__MT,106,22.13,344,71.82,29,6.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,Republican,71.82
Montana,Valley__MT,1273,32.12,2500,63.08,190,4.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3963,Republican,63.08
Montana,Wheatland__MT,243,24.32,708,70.87,48,4.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,Republican,70.87
Montana,Wibaux__MT,121,23.36,369,71.24,28,5.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518,Republican,71.24
Montana,Yellowstone__MT,20370,35.43,33922,59.0,3207,5.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57499,Republican,59.0
Nebraska,Adams__NE,3686,29.63,8162,65.62,23,0.18,0,0.0,0,0.0,0,0.0,472,3.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,64,0.51,31,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12438,Republican,65.62
Nebraska,Antelope__NE,678,20.13,2562,76.07,6,0.18,0,0.0,0,0.0,0,0.0,84,2.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,0.92,7,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3368,Republican,76.07
Nebraska,Arthur__NE,26,9.56,235,86.4,0,0.0,0,0.0,0,0.0,0,0.0,6,2.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.47,1,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,Republican,86.4
Nebraska,Banner__NE,65,14.07,390,84.42,0,0.0,0,0.0,0,0.0,0,0.0,2,0.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.87,1,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,Republican,84.42
Nebraska,Blaine__NE,43,12.32,299,85.67,0,0.0,0,0.0,0,0.0,0,0.0,5,1.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.29,1,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,Republican,85.67
Nebraska,Boone__NE,575,20.09,2196,76.73,0,0.0,0,0.0,0,0.0,0,0.0,65,2.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0.77,4,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2862,Republican,76.73
Nebraska,Box_Butte__NE,1614,31.72,3208,63.04,12,0.24,0,0.0,0,0.0,0,0.0,203,3.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,0.79,12,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5089,Republican,63.04
Nebraska,Boyd__NE,265,21.34,931,74.96,8,0.64,0,0.0,0,0.0,0,0.0,25,2.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.81,3,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,Republican,74.96
Nebraska,Brown__NE,250,14.85,1375,81.65,5,0.3,0,0.0,0,0.0,0,0.0,36,2.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.83,4,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684,Republican,81.65
Nebraska,Buffalo__NE,3927,23.86,11931,72.48,13,0.08,0,0.0,0,0.0,0,0.0,483,2.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,65,0.39,42,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16461,Republican,72.48
Nebraska,Burt__NE,1223,36.06,2056,60.61,6,0.18,0,0.0,0,0.0,0,0.0,73,2.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0.65,12,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3392,Republican,60.61
Nebraska,Butler__NE,1028,26.85,2638,68.91,9,0.24,0,0.0,0,0.0,0,0.0,108,2.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,0.89,11,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3828,Republican,68.91
Nebraska,Cass__NE,3656,35.56,6144,59.77,15,0.15,0,0.0,0,0.0,0,0.0,369,3.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,55,0.54,41,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10280,Republican,59.77
Nebraska,Cedar__NE,1062,24.88,2989,70.02,6,0.14,0,0.0,0,0.0,0,0.0,140,3.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62,1.45,10,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4269,Republican,70.02
Nebraska,Chase__NE,306,16.32,1505,80.27,3,0.16,0,0.0,0,0.0,0,0.0,38,2.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,0.8,8,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,Republican,80.27
Nebraska,Cherry__NE,446,15.67,2322,81.56,5,0.18,0,0.0,0,0.0,0,0.0,50,1.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.7,4,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2847,Republican,81.56
Nebraska,Cheyenne__NE,844,20.16,3207,76.61,7,0.17,0,0.0,0,0.0,0,0.0,76,1.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36,0.86,16,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4186,Republican,76.61
Nebraska,Clay__NE,774,24.07,2326,72.35,9,0.28,0,0.0,0,0.0,0,0.0,86,2.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.53,3,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3215,Republican,72.35
Nebraska,Colfax__NE,863,26.03,2338,70.53,7,0.21,0,0.0,0,0.0,0,0.0,72,2.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,0.87,6,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3315,Republican,70.53
Nebraska,Cuming__NE,857,20.33,3232,76.68,7,0.17,0,0.0,0,0.0,0,0.0,91,2.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,0.57,4,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4215,Republican,76.68
Nebraska,Custer__NE,976,18.03,4245,78.41,10,0.18,0,0.0,0,0.0,0,0.0,140,2.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,0.59,11,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5414,Republican,78.41
Nebraska,Dakota__NE,2695,44.46,3119,51.46,10,0.16,0,0.0,0,0.0,0,0.0,141,2.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,87,1.44,9,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6061,Republican,51.46
Nebraska,Dawes__NE,823,22.73,2549,70.39,3,0.08,0,0.0,0,0.0,0,0.0,212,5.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0.61,12,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3621,Republican,70.39
Nebraska,Dawson__NE,1740,23.18,5511,73.41,7,0.09,0,0.0,0,0.0,0,0.0,143,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,84,1.12,22,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7507,Republican,73.41
Nebraska,Deuel__NE,213,20.62,783,75.8,0,0.0,0,0.0,0,0.0,0,0.0,27,2.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.58,4,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,Republican,75.8
Nebraska,Dixon__NE,820,29.69,1834,66.4,4,0.14,0,0.0,0,0.0,0,0.0,30,1.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,65,2.35,9,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2762,Republican,66.4
Nebraska,Dodge__NE,5021,34.69,8871,61.3,16,0.11,0,0.0,0,0.0,0,0.0,443,3.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58,0.4,63,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14472,Republican,61.3
Nebraska,Douglas__NE,73347,40.05,101025,55.16,236,0.13,0,0.0,0,0.0,0,0.0,7109,3.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,690,0.38,749,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183156,Republican,55.16
Nebraska,Dundy__NE,179,17.71,801,79.23,3,0.3,0,0.0,0,0.0,0,0.0,19,1.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.59,3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,Republican,79.23
Nebraska,Fillmore__NE,848,28.29,2024,67.51,1,0.03,0,0.0,0,0.0,0,0.0,103,3.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.47,8,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2998,Republican,67.51
Nebraska,Franklin__NE,420,25.18,1196,71.7,5,0.3,0,0.0,0,0.0,0,0.0,36,2.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.54,2,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668,Republican,71.7
Nebraska,Frontier__NE,244,17.52,1102,79.11,4,0.29,0,0.0,0,0.0,0,0.0,27,1.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.72,6,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393,Republican,79.11
Nebraska,Furnas__NE,534,21.97,1849,76.06,1,0.04,0,0.0,0,0.0,0,0.0,29,1.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.49,6,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2431,Republican,76.06
Nebraska,Gage__NE,3516,36.99,5538,58.26,7,0.07,0,0.0,0,0.0,0,0.0,355,3.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,57,0.6,33,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9506,Republican,58.26
Nebraska,Garden__NE,203,16.65,963,79.0,3,0.25,0,0.0,0,0.0,0,0.0,38,3.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.66,4,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219,Republican,79.0
Nebraska,Garfield__NE,202,20.98,718,74.56,0,0.0,0,0.0,0,0.0,0,0.0,33,3.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.93,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,Republican,74.56
Nebraska,Gosper__NE,228,22.49,757,74.65,0,0.0,0,0.0,0,0.0,0,0.0,19,1.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.89,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014,Republican,74.65
Nebraska,Grant__NE,49,12.73,324,84.16,0,0.0,0,0.0,0,0.0,0,0.0,10,2.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.52,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,Republican,84.16
Nebraska,Greeley__NE,416,31.76,839,64.05,1,0.08,0,0.0,0,0.0,0,0.0,37,2.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.99,4,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310,Republican,64.05
Nebraska,Hall__NE,5952,32.09,11803,63.64,28,0.15,0,0.0,0,0.0,0,0.0,595,3.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116,0.63,52,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18546,Republican,63.64
Nebraska,Hamilton__NE,1066,23.74,3251,72.39,2,0.04,0,0.0,0,0.0,0,0.0,141,3.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,0.47,10,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4491,Republican,72.39
Nebraska,Harlan__NE,438,23.65,1358,73.33,1,0.05,0,0.0,0,0.0,0,0.0,37,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.59,7,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852,Republican,73.33
Nebraska,Hayes__NE,66,11.56,486,85.11,0,0.0,0,0.0,0,0.0,0,0.0,8,1.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.4,3,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,Republican,85.11
Nebraska,Hitchcock__NE,312,21.08,1126,76.08,4,0.27,0,0.0,0,0.0,0,0.0,21,1.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.95,3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480,Republican,76.08
Nebraska,Holt__NE,846,17.06,3954,79.73,13,0.26,0,0.0,0,0.0,0,0.0,93,1.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48,0.97,5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4959,Republican,79.73
Nebraska,Hooker__NE,74,18.09,317,77.51,0,0.0,0,0.0,0,0.0,0,0.0,13,3.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.98,1,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,Republican,77.51
Nebraska,Howard__NE,955,33.78,1760,62.26,7,0.25,0,0.0,0,0.0,0,0.0,71,2.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,0.74,13,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2827,Republican,62.26
Nebraska,Jefferson__NE,1361,35.38,2351,61.11,2,0.05,0,0.0,0,0.0,0,0.0,102,2.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,0.39,16,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3847,Republican,61.11
Nebraska,Johnson__NE,794,37.59,1210,57.29,12,0.57,0,0.0,0,0.0,0,0.0,74,3.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.52,11,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112,Republican,57.29
Nebraska,Kearney__NE,680,21.78,2333,74.73,5,0.16,0,0.0,0,0.0,0,0.0,75,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.54,12,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122,Republican,74.73
Nebraska,Keith__NE,778,20.21,2953,76.72,2,0.05,0,0.0,0,0.0,0,0.0,75,1.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,0.78,11,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3849,Republican,76.72
Nebraska,Keya_Paha__NE,78,15.2,422,82.26,0,0.0,0,0.0,0,0.0,0,0.0,6,1.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.17,1,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,Republican,82.26
Nebraska,Kimball__NE,379,20.82,1379,75.77,5,0.27,0,0.0,0,0.0,0,0.0,41,2.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.6,5,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,Republican,75.77
Nebraska,Knox__NE,1037,26.07,2784,69.98,6,0.15,0,0.0,0,0.0,0,0.0,110,2.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36,0.9,5,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3978,Republican,69.98
Nebraska,Lancaster__NE,44650,41.68,55514,51.82,129,0.12,0,0.0,0,0.0,0,0.0,6182,5.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,297,0.28,360,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107132,Republican,51.82
Nebraska,Lincoln__NE,5205,34.44,9220,61.0,20,0.13,0,0.0,0,0.0,0,0.0,502,3.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,126,0.83,41,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15114,Republican,61.0
Nebraska,Logan__NE,60,14.56,336,81.55,0,0.0,0,0.0,0,0.0,0,0.0,11,2.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.97,1,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,Republican,81.55
Nebraska,Loup__NE,84,22.22,284,75.13,0,0.0,0,0.0,0,0.0,0,0.0,7,1.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.79,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,Republican,75.13
Nebraska,Madison__NE,2772,21.57,9636,74.97,19,0.15,0,0.0,0,0.0,0,0.0,290,2.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,108,0.84,28,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12853,Republican,74.97
Nebraska,McPherson__NE,48,15.95,244,81.06,0,0.0,0,0.0,0,0.0,0,0.0,1,0.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.33,4,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,Republican,81.06
Nebraska,Merrick__NE,848,25.39,2380,71.26,3,0.09,0,0.0,0,0.0,0,0.0,84,2.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0.66,3,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340,Republican,71.26
Nebraska,Morrill__NE,460,21.52,1597,74.7,3,0.14,0,0.0,0,0.0,0,0.0,46,2.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26,1.22,6,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138,Republican,74.7
Nebraska,Nance__NE,497,29.85,1105,66.37,3,0.18,0,0.0,0,0.0,0,0.0,46,2.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.66,3,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665,Republican,66.37
Nebraska,Nemaha__NE,1063,31.55,2177,64.62,7,0.21,0,0.0,0,0.0,0,0.0,94,2.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.53,10,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3369,Republican,64.62
Nebraska,Nuckolls__NE,644,26.36,1701,69.63,3,0.12,0,0.0,0,0.0,0,0.0,66,2.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,0.86,8,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2443,Republican,69.63
Nebraska,Otoe__NE,2208,33.14,4178,62.71,10,0.15,0,0.0,0,0.0,0,0.0,218,3.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35,0.53,13,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6662,Republican,62.71
Nebraska,Pawnee__NE,522,34.36,937,61.69,3,0.2,0,0.0,0,0.0,0,0.0,38,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.72,8,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519,Republican,61.69
Nebraska,Perkins__NE,243,16.74,1170,80.58,0,0.0,0,0.0,0,0.0,0,0.0,31,2.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.28,4,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452,Republican,80.58
Nebraska,Phelps__NE,934,20.19,3575,77.26,3,0.06,0,0.0,0,0.0,0,0.0,86,1.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.3,15,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4627,Republican,77.26
Nebraska,Pierce__NE,570,17.77,2534,78.99,5,0.16,0,0.0,0,0.0,0,0.0,52,1.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43,1.34,4,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3208,Republican,78.99
Nebraska,Platte__NE,2612,20.31,9861,76.69,16,0.12,0,0.0,0,0.0,0,0.0,266,2.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66,0.51,38,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12859,Republican,76.69
Nebraska,Polk__NE,610,23.34,1925,73.67,3,0.11,0,0.0,0,0.0,0,0.0,52,1.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,0.57,8,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2613,Republican,73.67
Nebraska,Red_Willow__NE,1188,23.64,3680,73.23,6,0.12,0,0.0,0,0.0,0,0.0,103,2.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33,0.66,15,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5025,Republican,73.23
Nebraska,Richardson__NE,1382,33.3,2623,63.2,13,0.31,0,0.0,0,0.0,0,0.0,83,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33,0.8,16,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4150,Republican,63.2
