State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,John B. Anderson Independent_Votes,John B. Anderson Independent_Pct,John Rarick [ 6 ] Alabama Conservative_Votes,John Rarick [ 6 ] Alabama Conservative_Pct,Ed Clark [ 6 ] Libertarian_Votes,Ed Clark [ 6 ] Libertarian_Pct,Various candidates [ 6 ] Other parties_Votes,Various candidates [ 6 ] Other parties_Pct,Ed Clark Libertarian_Votes,Ed Clark Libertarian_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,John B. Anderson Anderson Coalition_Votes,John B. Anderson Anderson Coalition_Pct,All Others Various_Votes,All Others Various_Pct,Other Candidates_Votes,Other Candidates_Pct,John Rarick American_Votes,John Rarick American_Pct,Others_Votes,Others_Pct,Barry Commoner Citizens_Votes,Barry Commoner Citizens_Pct,Ed Clark Independent_Votes,Ed Clark Independent_Pct,John Rarick American Independent_Votes,John Rarick American Independent_Pct,Deidre Griswold Independent_Votes,Deidre Griswold Independent_Pct,Andrew Pulley Independent_Votes,Andrew Pulley Independent_Pct,Edward E. Clark Libertarian_Votes,Edward E. Clark Libertarian_Pct,None of These Candidates_Votes,None of These Candidates_Pct,John B. Anderson [ 3 ] Independent_Votes,John B. Anderson [ 3 ] Independent_Pct,Ed Clark [ 3 ] Libertarian_Votes,Ed Clark [ 3 ] Libertarian_Pct,Barry Commoner [ 3 ] Citizens_Votes,Barry Commoner [ 3 ] Citizens_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,John B. Anderson Anderson Alternative_Votes,John B. Anderson Anderson Alternative_Pct,John B. Anderson Liberal_Votes,John B. Anderson Liberal_Pct,Ed Clark [ 3 ] Free Libertarian_Votes,Ed Clark [ 3 ] Free Libertarian_Pct,Ellen McCormack [ 3 ] Right to Life_Votes,Ellen McCormack [ 3 ] Right to Life_Pct,John B. Anderson Not designated_Votes,John B. Anderson Not designated_Pct,Edward E. Clark Not designated_Votes,Edward E. Clark Not designated_Pct,Barry Commoner [ 12 ] Independent_Votes,Barry Commoner [ 12 ] Independent_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Barry Commoner Independent_Votes,Barry Commoner Independent_Pct,Clifton DeBerry Independent_Votes,Clifton DeBerry Independent_Pct,Total_Votes,Winner,Winner_Pct
Missouri,Madison__MO,2231,45.18,2618,53.02,70,1.42,0,0.0,0,0.0,0,0.0,0,0.0,2,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4938,Republican,53.02
Missouri,Maries__MO,1732,45.71,1985,52.39,39,1.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3789,Republican,52.39
Missouri,Marion__MO,5890,48.33,6036,49.53,192,1.58,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12186,Republican,49.53
Missouri,McDonald__MO,2485,36.64,4114,60.65,124,1.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6783,Republican,60.65
Missouri,Mercer__MO,821,38.04,1266,58.67,54,2.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158,Republican,58.67
Missouri,Miller__MO,2469,30.16,5560,67.93,115,1.41,0,0.0,0,0.0,0,0.0,0,0.0,2,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8185,Republican,67.93
Missouri,Mississippi__MO,3040,54.49,2459,44.08,64,1.15,0,0.0,0,0.0,0,0.0,0,0.0,3,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5579,Democrat,54.49
Missouri,Moniteau__MO,2284,39.15,3430,58.79,98,1.68,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5834,Republican,58.79
Missouri,Monroe__MO,2445,53.68,2026,44.48,53,1.16,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4555,Democrat,53.68
Missouri,Montgomery__MO,2007,38.41,3061,58.58,124,2.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5225,Republican,58.58
Missouri,Morgan__MO,2460,39.79,3577,57.86,114,1.84,0,0.0,0,0.0,0,0.0,0,0.0,2,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6182,Republican,57.86
Missouri,New_Madrid__MO,4171,50.27,4041,48.7,64,0.77,0,0.0,0,0.0,0,0.0,0,0.0,4,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8298,Democrat,50.27
Missouri,Newton__MO,5621,33.74,10515,63.11,341,2.05,0,0.0,0,0.0,0,0.0,0,0.0,69,0.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16662,Republican,63.11
Missouri,Nodaway__MO,4257,45.82,4544,48.91,414,4.46,0,0.0,0,0.0,0,0.0,0,0.0,5,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,70,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9290,Republican,48.91
Missouri,Oregon__MO,2326,59.67,1523,39.07,26,0.67,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3898,Democrat,59.67
Missouri,Osage__MO,2045,35.13,3679,63.19,72,1.24,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5822,Republican,63.19
Missouri,Ozark__MO,1242,32.94,2434,64.56,63,1.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,31,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3770,Republican,64.56
Missouri,Pemiscot__MO,4140,53.54,3519,45.51,52,0.67,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7732,Democrat,53.54
Missouri,Perry__MO,2416,31.42,5053,65.72,178,2.31,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,41,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7689,Republican,65.72
Missouri,Pettis__MO,6475,40.87,8833,55.76,435,2.75,0,0.0,0,0.0,0,0.0,0,0.0,7,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,91,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15841,Republican,55.76
Missouri,Phelps__MO,5470,40.32,7366,54.3,620,4.57,0,0.0,0,0.0,0,0.0,0,0.0,11,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,99,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13566,Republican,54.3
Missouri,Pike__MO,3454,45.5,3932,51.8,158,2.08,0,0.0,0,0.0,0,0.0,0,0.0,2,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7591,Republican,51.8
Missouri,Platte__MO,7342,39.14,10092,53.81,1107,5.9,0,0.0,0,0.0,0,0.0,0,0.0,10,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,205,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18756,Republican,53.81
Missouri,Polk__MO,3336,39.87,4842,57.86,135,1.61,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8368,Republican,57.86
Missouri,Pulaski__MO,3707,47.1,3998,50.79,128,1.63,0,0.0,0,0.0,0,0.0,0,0.0,2,0.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7871,Republican,50.79
Missouri,Putnam__MO,871,32.81,1722,64.86,44,1.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655,Republican,64.86
Missouri,Ralls__MO,2069,49.95,1968,47.51,75,1.81,0,0.0,0,0.0,0,0.0,0,0.0,2,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4142,Democrat,49.95
Missouri,Randolph__MO,4884,47.53,5141,50.03,213,2.07,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10276,Republican,50.03
Missouri,Ray__MO,4518,50.93,4064,45.81,215,2.42,0,0.0,0,0.0,0,0.0,0,0.0,2,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,72,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8871,Democrat,50.93
Missouri,Reynolds__MO,1919,59.05,1271,39.11,44,1.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,Democrat,59.05
Missouri,Ripley__MO,2156,45.25,2524,52.97,61,1.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765,Republican,52.97
Missouri,St__Charles__MO,20668,34.58,36050,60.32,2494,4.17,0,0.0,0,0.0,0,0.0,0,0.0,41,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,515,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59768,Republican,60.32
Missouri,St__Clair__MO,1706,40.52,2419,57.46,60,1.43,0,0.0,0,0.0,0,0.0,0,0.0,3,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210,Republican,57.46
Missouri,St__Francois__MO,7495,44.31,8914,52.7,397,2.35,0,0.0,0,0.0,0,0.0,0,0.0,3,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,107,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16916,Republican,52.7
Missouri,St__Louis__MO,192796,39.77,263518,54.35,25032,5.16,0,0.0,0,0.0,0,0.0,0,0.0,274,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3211,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484831,Republican,54.35
Missouri,St__Louis_City__MO,113697,66.59,50333,29.48,5656,3.31,0,0.0,0,0.0,0,0.0,0,0.0,151,0.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,914,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170751,Democrat,66.59
Missouri,Sainte_Genevieve__MO,3324,52.84,2768,44.0,151,2.4,0,0.0,0,0.0,0,0.0,0,0.0,6,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6291,Democrat,52.84
Missouri,Saline__MO,4943,46.74,5218,49.34,353,3.34,0,0.0,0,0.0,0,0.0,0,0.0,4,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10576,Republican,49.34
Missouri,Schuyler__MO,1114,43.53,1386,54.16,48,1.88,0,0.0,0,0.0,0,0.0,0,0.0,1,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2559,Republican,54.16
Missouri,Scotland__MO,1200,41.83,1592,55.49,63,2.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2869,Republican,55.49
Missouri,Scott__MO,6854,44.69,8227,53.65,203,1.32,0,0.0,0,0.0,0,0.0,0,0.0,7,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15336,Republican,53.65
Missouri,Shannon__MO,1818,53.45,1523,44.78,44,1.29,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3401,Democrat,53.45
Missouri,Shelby__MO,1849,45.33,2151,52.73,60,1.47,0,0.0,0,0.0,0,0.0,0,0.0,3,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079,Republican,52.73
Missouri,Stoddard__MO,5128,44.54,6199,53.85,132,1.15,0,0.0,0,0.0,0,0.0,0,0.0,2,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11512,Republican,53.85
Missouri,Stone__MO,2210,30.66,4780,66.31,180,2.5,0,0.0,0,0.0,0,0.0,0,0.0,5,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7209,Republican,66.31
Missouri,Sullivan__MO,1824,42.17,2412,55.77,76,1.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4325,Republican,55.77
Missouri,Taney__MO,3389,34.39,6230,63.22,195,1.98,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9854,Republican,63.22
Missouri,Texas__MO,4261,45.77,4879,52.41,125,1.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9309,Republican,52.41
Missouri,Vernon__MO,3704,43.8,4391,51.93,285,3.37,0,0.0,0,0.0,0,0.0,0,0.0,2,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8456,Republican,51.93
Missouri,Warren__MO,2132,31.62,4366,64.75,192,2.85,0,0.0,0,0.0,0,0.0,0,0.0,3,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6743,Republican,64.75
Missouri,Washington__MO,2873,44.44,3439,53.19,89,1.38,0,0.0,0,0.0,0,0.0,0,0.0,3,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,61,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6465,Republican,53.19
Missouri,Wayne__MO,2549,46.82,2823,51.86,44,0.81,0,0.0,0,0.0,0,0.0,0,0.0,3,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,25,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5444,Republican,51.86
Missouri,Webster__MO,3409,39.1,5121,58.73,149,1.71,0,0.0,0,0.0,0,0.0,0,0.0,4,0.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8719,Republican,58.73
Missouri,Worth__MO,760,45.87,833,50.27,47,2.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657,Republican,50.27
Missouri,Wright__MO,2182,32.49,4451,66.27,56,0.83,0,0.0,0,0.0,0,0.0,0,0.0,4,0.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6716,Republican,66.27
Montana,Beaverhead__MT,842,20.52,2955,72.02,205,5.0,0,0.0,0,0.0,0,0.0,101,2.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4103,Republican,72.02
Montana,Big_Horn__MT,1644,44.02,1730,46.32,308,8.25,0,0.0,0,0.0,0,0.0,53,1.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3735,Republican,46.32
Montana,Blaine__MT,1107,36.96,1686,56.29,163,5.44,0,0.0,0,0.0,0,0.0,39,1.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995,Republican,56.29
Montana,Broadwater__MT,401,25.64,1052,67.26,69,4.41,0,0.0,0,0.0,0,0.0,42,2.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564,Republican,67.26
Montana,Carbon__MT,1468,33.65,2471,56.64,331,7.59,0,0.0,0,0.0,0,0.0,93,2.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4363,Republican,56.64
Montana,Carter__MT,237,22.4,766,72.4,37,3.5,0,0.0,0,0.0,0,0.0,18,1.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058,Republican,72.4
Montana,Cascade__MT,11105,34.45,17664,54.8,2655,8.24,0,0.0,0,0.0,0,0.0,810,2.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32234,Republican,54.8
Montana,Chouteau__MT,853,23.81,2448,68.32,216,6.03,0,0.0,0,0.0,0,0.0,66,1.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3583,Republican,68.32
Montana,Custer__MT,1822,31.33,3533,60.75,369,6.34,0,0.0,0,0.0,0,0.0,92,1.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5816,Republican,60.75
Montana,Daniels__MT,483,28.99,1086,65.19,77,4.62,0,0.0,0,0.0,0,0.0,20,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666,Republican,65.19
Montana,Dawson__MT,1543,30.15,3045,59.5,424,8.28,0,0.0,0,0.0,0,0.0,106,2.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5118,Republican,59.5
Montana,Deer_Lodge__MT,3077,54.58,1905,33.79,474,8.41,0,0.0,0,0.0,0,0.0,182,3.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5638,Democrat,54.58
Montana,Fallon__MT,512,26.67,1286,66.98,94,4.9,0,0.0,0,0.0,0,0.0,28,1.46,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,Republican,66.98
Montana,Fergus__MT,1840,26.85,4455,65.02,388,5.66,0,0.0,0,0.0,0,0.0,169,2.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6852,Republican,65.02
Montana,Flathead__MT,6349,26.71,15102,63.54,1621,6.82,0,0.0,0,0.0,0,0.0,695,2.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23767,Republican,63.54
Montana,Gallatin__MT,5747,26.45,12738,58.63,2432,11.19,0,0.0,0,0.0,0,0.0,809,3.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21726,Republican,58.63
Montana,Garfield__MT,169,17.35,760,78.03,29,2.98,0,0.0,0,0.0,0,0.0,16,1.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,Republican,78.03
Montana,Glacier__MT,1394,34.06,2283,55.78,297,7.26,0,0.0,0,0.0,0,0.0,119,2.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093,Republican,55.78
Montana,Golden_Valley__MT,155,27.88,362,65.11,28,5.04,0,0.0,0,0.0,0,0.0,11,1.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,Republican,65.11
Montana,Granite__MT,439,32.02,811,59.15,76,5.54,0,0.0,0,0.0,0,0.0,45,3.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371,Republican,59.15
